tweet_text,cyberbullying_type,word_count,cleaned_text,label
Fave or not slut shaming is actually razz.,Slut Shaming,8,fave or not slut shaming is actually razz,4
"@AliceVBell We had slut shaming, racists, and like two conservatives posing as multiple people a LOT to make it see… https://t.co/C7hJPHFi3X",Slut Shaming,21,we had slut shaming racists and like two conservatives posing as multiple people a lot to make it see,4
@Ghangerian @lilianasepho Not someone I like but that gossiping is bottom barrel shit . Approving slut-shaming and… https://t.co/ig2V85ikn4,Slut Shaming,18,not someone i like but that gossiping is bottom barrel shit  approving slutshaming and,4
My problem with you is trying to make her out like she’s actuall my innocent in all this but I also have a problem… https://t.co/XhRuo0zM1r,Slut Shaming,25,my problem with you is trying to make her out like shes actuall my innocent in all this but i also have a problem,4
Maria is talking about character flaw? Lol so she’s the one that’s perfect. I guess what she’s doing right now isn’… https://t.co/uIctLPbQmb,Slut Shaming,22,maria is talking about character flaw lol so shes the one thats perfect i guess what shes doing right now isn,4
Maria n Jackie talkin abt all the things Angel do is not slut shaming they are just stating facts. It is actually h… https://t.co/zVWGFnV8du,Slut Shaming,24,maria n jackie talkin abt all the things angel do is not slut shaming they are just stating facts it is actually h,4
@evenyeee They said a lot. Sha sha about how ‘she doesn’t want Michael. Angel can have him. He probably just wants… https://t.co/yodf3SgZ9O,Slut Shaming,22,they said a lot sha sha about how she doesnt want michael angel can have him he probably just wants,4
That’s how that one lost her mind and started slut shaming Angel because she heard her name. Meanwhile she has spen… https://t.co/KTV2RKj6Ow,Slut Shaming,22,thats how that one lost her mind and started slut shaming angel because she heard her name meanwhile she has spen,4
"Are we still slut shaming women in 2021 ? 

Sigh !!!!",Slut Shaming,11,"are we still slut shaming women in 2021  

sigh",4
"Even calling her names, age shaming and slut shaming for man that you claim you don't care about?!! O wrong nau!",Slut Shaming,21,even calling her names age shaming and slut shaming for man that you claim you dont care about o wrong nau,4
Ebuka should really table this matter on Sunday. It’s getting too much. Slut-shaming here and there. They should sa… https://t.co/WdZtjwSP88,Slut Shaming,20,ebuka should really table this matter on sunday its getting too much slutshaming here and there they should sa,4
"Oh! Someone just said they had their bath together, still she could have said whatever she had to say without justi… https://t.co/iYYmCck5cI",Slut Shaming,22,oh someone just said they had their bath together still she could have said whatever she had to say without justi,4
@Asadimma @unprobIematicaf No wonder they were laughing the other day when he was slut shaming her,Slut Shaming,16,no wonder they were laughing the other day when he was slut shaming her,4
@MarianNumber Say the truth!! Maria spoke in a derogatory way about angel ..she slut-shamed her!! She said the guys… https://t.co/C74WBHsIlc,Slut Shaming,20,say the truth maria spoke in a derogatory way about angel she slutshamed her she said the guys,4
"""after one fuck he might not want to fuck again""

maria slut shaming angel because of Michael. someone that isn't e… https://t.co/xrU9KTaf8y",Slut Shaming,22,"after one fuck he might not want to fuck again

maria slut shaming angel because of michael someone that isnt e",4
"I remember some of the lockdown girls being slut shamed, especially Erica. You people changed her name to something… https://t.co/6ZiSXuzKzf",Slut Shaming,20,i remember some of the lockdown girls being slut shamed especially erica you people changed her name to something,4
"@hrh_lara Also, sort of blaming her for the Slut shaming thing and excusing Sammie cos  ""He really likes her oh..."" smh!😫",Slut Shaming,21,also sort of blaming her for the slut shaming thing and excusing sammie cos  he really likes her oh smh,4
"‘She has no boundaries’ - slut-shaming in but say it in Comic sans 
💀",Slut Shaming,14,she has no boundaries  slutshaming in but say it in comic sans,4
Jackie B is such a disappointment. For someone who had a child at 18 and faced slut-shaming because of it (which is… https://t.co/yWtNZyGR7U,Slut Shaming,23,jackie b is such a disappointment for someone who had a child at 18 and faced slutshaming because of it which is,4
@OjoEvelyn2 Good u don’t support slut shaming. Cos M does worse in dubai.. lets just shhhhhh it for now.. boundarie… https://t.co/sezwOyOEsK,Slut Shaming,21,good u dont support slut shaming cos m does worse in dubai lets just shhhhhh it for now boundarie,4
"@dr_obsy It’s the slut shaming,background shaming and age shaming covered in “I’m not judging her”",Slut Shaming,15,its the slut shamingbackground shaming and age shaming covered in im not judging her,4
what is with aveline slut shaming ppl every two seconds?? 😭 my god,Slut Shaming,13,what is with aveline slut shaming ppl every two seconds  my god,4
Angel lacks boundaries and is def playing a game with these men but Sammie cannot be absolved of his slut shaming a… https://t.co/j9u5QQ20oj,Slut Shaming,23,angel lacks boundaries and is def playing a game with these men but sammie cannot be absolved of his slut shaming a,4
"@Hafymo I can’t even start explaining what I’m hearing but in a few words, Angels two aunties, Maria &amp; Jackie as bo… https://t.co/1uqG98pbcb",Slut Shaming,23,i cant even start explaining what im hearing but in a few words angels two aunties maria amp jackie as bo,4
@loveosi You're missing the point this is women slut shaming another woman because of the boys. That's what I hate,Slut Shaming,20,youre missing the point this is women slut shaming another woman because of the boys thats what i hate,4
Okay but angel plays some part admittedly. It’s the nonsense they are saying that’s annoying. Like justifying the s… https://t.co/bEbaNNpXut,Slut Shaming,20,okay but angel plays some part admittedly its the nonsense they are saying thats annoying like justifying the s,4
U ppl are crying about these ladies slut-shaming but u are age- shaming them and calling them old mommies and grann… https://t.co/ZfNlVldI7F,Slut Shaming,22,u ppl are crying about these ladies slutshaming but u are age shaming them and calling them old mommies and grann,4
"I don’t think its all about being free spirited, they have issues with her  not respecting boundaries and they are… https://t.co/0MTYs27M2F",Slut Shaming,21,i dont think its all about being free spirited they have issues with her  not respecting boundaries and they are,4
"Again...NO ONE SLUT SHAMED ANYBODY!!! when it comes to Angel yall start throwing ""slut shaming"" up and down. girls… https://t.co/0gC5ezRFci",Slut Shaming,20,againno one slut shamed anybody when it comes to angel yall start throwing slut shaming up and down girls,4
@BelgianIcon You can talk about what she did and all. But slut shaming and talking about her upbringing. That is a no,Slut Shaming,22,you can talk about what she did and all but slut shaming and talking about her upbringing that is a no,4
"@Aseesee_ It’s a long talk babe 
They were just chatting shit and dragging Angel for their misfortune of man, slut shaming kind of",Slut Shaming,23,"its a long talk babe 
they were just chatting shit and dragging angel for their misfortune of man slut shaming kind of",4
Btw I am against slut-shaming and will never support it 😩 but let's not behave in a way the narrative can easily sell.#bbnaija,Slut Shaming,23,btw i am against slutshaming and will never support it  but lets not behave in a way the narrative can easily sell,4
It’s how they both said she deserves slut-shaming and disrespect cus of her dress sense and personality. Not this 3… https://t.co/hfXjTN2S03,Slut Shaming,21,its how they both said she deserves slutshaming and disrespect cus of her dress sense and personality not this 3,4
Angel throws herself everywhere and into other people business yet when those who are directly impacted by it speak… https://t.co/IoJ8LPQcAh,Slut Shaming,20,angel throws herself everywhere and into other people business yet when those who are directly impacted by it speak,4
"@Sea_babyy I'm wondering how she can justify slut shaming by saying Angel put herself in that position. This is so disappointing, I swear.",Slut Shaming,23,im wondering how she can justify slut shaming by saying angel put herself in that position this is so disappointing i swear,4
The single mother slut shaming a 21yr who is about her baby gal lifestyle??? https://t.co/4uf1FIEzzd,Slut Shaming,15,the single mother slut shaming a 21yr who is about her baby gal lifestyle,4
Look at this stupid old witches slut-shaming my girl,Slut Shaming,9,look at this stupid old witches slutshaming my girl,4
"When you start bringing up how people dress or present themselves, and relating it to how they should be treated, n… https://t.co/5aBsizCvBT",Slut Shaming,22,when you start bringing up how people dress or present themselves and relating it to how they should be treated n,4
"@Big__Erv I’d rather they said shit to her face than what they’re doing. Also, none of them in that house is straig… https://t.co/QzxssCyy8o",Slut Shaming,23,id rather they said shit to her face than what theyre doing also none of them in that house is straig,4
Jackie B is acting stupid … smh . And Maria is wrong for low key slut shaming Angel . SMH grandma’s who can’t act t… https://t.co/L2Uy0tia7a,Slut Shaming,26,jackie b is acting stupid  smh  and maria is wrong for low key slut shaming angel  smh grandmas who cant act t,4
"Shey bi,when People were angry that Maria went to do rubbish consolation to Angel, you people were busy shouting, s… https://t.co/LYNHCxF0Ug",Slut Shaming,21,shey biwhen people were angry that maria went to do rubbish consolation to angel you people were busy shouting s,4
Because of prick ohhh . Two old hags spewing trash and even had the right to justify slut shaming . Nonsense #BBNaija,Slut Shaming,22,because of prick ohhh  two old hags spewing trash and even had the right to justify slut shaming  nonsense,4
"And I just hope we all know that this whole ‘no boundaries’ tag on Angel is polite slut-shaming ?  
No? 
Okay. 

Na… https://t.co/Kk2uyErzEb",Slut Shaming,23,"and i just hope we all know that this whole no boundaries tag on angel is polite slutshaming   
no 
okay 

na",4
Can't stand women that will say they arent judging you when they obviously are/act like they dont have an issue wit… https://t.co/NXu1woOvzX,Slut Shaming,22,cant stand women that will say they arent judging you when they obviously areact like they dont have an issue wit,4
@nonsook96346206 She spoke in a derogatory way about her yes she was slut-shaming her!!,Slut Shaming,14,she spoke in a derogatory way about her yes she was slutshaming her,4
@Fentyguard She was speaking derogatory about her!! Yes she is slut-shaming her!,Slut Shaming,12,she was speaking derogatory about her yes she is slutshaming her,4
@confi_o uhm who are they slut shaming ?,Slut Shaming,8,uhm who are they slut shaming,4
Not Maria and Jackie B slut shaming Angel because of Man. Leeemao. Talm bout poor Sammie. Man STFU! #BBNaija,Slut Shaming,19,not maria and jackie b slut shaming angel because of man leeemao talm bout poor sammie man stfu,4
broads slut shaming angel.. https://t.co/rBEFQ7qPJ6,Slut Shaming,5,broads slut shaming angel,4
@Nellystunna If you say it in a derogatory yes it is slut-shaming!!! Stop pretending like it isn’t call a spade a spade!,Slut Shaming,22,if you say it in a derogatory yes it is slutshaming stop pretending like it isnt call a spade a spade,4
@Nady09579982 So slut-shaming her is justified?,Slut Shaming,6,so slutshaming her is justified,4
@GinAndPeaches She’s serving a dirty attitude abeg..just cos you have a fav doesn’t mean she should be slut shaming expected more honestly,Slut Shaming,22,shes serving a dirty attitude abegjust cos you have a fav doesnt mean she should be slut shaming expected more honestly,4
This is why they call Maria two faced. Because I remember she went to Angel like she was against the whole slut sha… https://t.co/V4X3eL07o4,Slut Shaming,24,this is why they call maria two faced because i remember she went to angel like she was against the whole slut sha,4
Maria just justified slut-shaming. Tf is that #BBNaija,Slut Shaming,8,maria just justified slutshaming tf is that,4
@dashbyme Not with all the slandering and stylishly slut shaming her.,Slut Shaming,11,not with all the slandering and stylishly slut shaming her,4
"News flash Jackie B, he would also sleep with you too,big time slut shaming.
#BBNaija",Slut Shaming,15,news flash jackie b he would also sleep with you toobig time slut shaming,4
"Before you nail Maria on the cross just know that she’s saying what the viewers are seeing about angel, the truth t… https://t.co/YcOJQeOXHZ",Slut Shaming,23,before you nail maria on the cross just know that shes saying what the viewers are seeing about angel the truth t,4
"@ManLikeIcey U r high!!!...is she putting words into Maria’s mouth?,are u not hearing Maria slut shaming Angel!!!",Slut Shaming,17,u r highis she putting words into marias mouthare u not hearing maria slut shaming angel,4
@SegunEmdin Her and Maria were gossiping about angel (slut shaming ) all because of Michael,Slut Shaming,15,her and maria were gossiping about angel slut shaming  all because of michael,4
"@lopezlomasi Obviously you’ll defend your kween defending a slut shamer, Angel has left all the guys for these old… https://t.co/frIryOIaG3",Slut Shaming,20,obviously youll defend your kween defending a slut shamer angel has left all the guys for these old,4
"Look at Jackie B and Maria slut shaming Angel buh no-one will say anything about it cos they are not Sammie
#BBNajia",Slut Shaming,22,look at jackie b and maria slut shaming angel buh noone will say anything about it cos they are not sammie,4
"Hypocrisy, internal misogyny, subtle slut shaming, belittling a fellow woman for a man and to make themselves feel… https://t.co/ZGZbw6p4Xb",Slut Shaming,19,hypocrisy internal misogyny subtle slut shaming belittling a fellow woman for a man and to make themselves feel,4
We can't deny Angel doesn't respect boundaries but the subtle slut-shaming is a nono for me sha #BBNaija,Slut Shaming,18,we cant deny angel doesnt respect boundaries but the subtle slutshaming is a nono for me sha,4
Can’t believe Maria and Jackie b supported the slut-shaming from sammie. Naa this is not it,Slut Shaming,16,cant believe maria and jackie b supported the slutshaming from sammie naa this is not it,4
"@TheSadeeah &amp; the same Maria went to talk to her about the slut-shaming that Sammie did.
Fucking own up to your shi… https://t.co/YiVTSUbrYz",Slut Shaming,23,"amp the same maria went to talk to her about the slutshaming that sammie did
fucking own up to your shi",4
They are legit SLUT SHAMING ANGEL on national tv🤦🏾‍♀️🤦🏾‍♀️🤦🏾‍♀️ #BBNaija,Slut Shaming,10,they are legit slut shaming angel on national tv,4
@a_wemoye @ebuka enough with slut shaming angel in the house. Her fellow women shouldn’t do that to her. Address th… https://t.co/WXJfj5RQNY,Slut Shaming,21,enough with slut shaming angel in the house her fellow women shouldnt do that to her address th,4
This is low key slut shaming.,Slut Shaming,6,this is low key slut shaming,4
Maria literally defended slut shaming on Live TV all because of how she dresses wow #BBNaija,Slut Shaming,16,maria literally defended slut shaming on live tv all because of how she dresses wow,4
Maria and Jackie B indirectly saying Angel is easy. Slut shaming. #BBNaija,Slut Shaming,12,maria and jackie b indirectly saying angel is easy slut shaming,4
Maria and Jackie slut-shaming Angel is not surprising. They were laughing that day too. #bbnaija,Slut Shaming,15,maria and jackie slutshaming angel is not surprising they were laughing that day too,4
"It’s the slut shaming for me. Tomorrow they will say they are feminists. 

🎶 Everybody is a MF hypocrite oh 🎶 #BBNaija",Slut Shaming,22,"its the slut shaming for me tomorrow they will say they are feminists 

 everybody is a mf hypocrite oh",4
"It's not that deep but you're slut shaming Angel for getting close to ""your"" men?😂wow 🙌#BBNaija",Slut Shaming,16,its not that deep but youre slut shaming angel for getting close to your menwow,4
"Maria really went to reassure Angel when that slut-shaming thing with Sammie happened, that she doesn’t feel that s… https://t.co/oqMk2qbHZT",Slut Shaming,20,maria really went to reassure angel when that slutshaming thing with sammie happened that she doesnt feel that s,4
"@TheSadeeah It’s irritating me.
Imaging Maria excusing slut-shaming",Slut Shaming,8,"its irritating me
imaging maria excusing slutshaming",4
"Disappointed in Maria, why tf are you slut shaming Angel? #BBNaija",Slut Shaming,11,disappointed in maria why tf are you slut shaming angel,4
Slut shaming their fellow gender but they will carry placard do “say no to slut-shaming”  #BBNaija,Slut Shaming,16,slut shaming their fellow gender but they will carry placard do say no to slutshaming,4
They are both making excuses and also slut shaming her in the same space. https://t.co/VJJI66k0it,Slut Shaming,15,they are both making excuses and also slut shaming her in the same space,4
@Ebuka they’re slut-shaming the girl ooo #BBNaija6,Slut Shaming,7,theyre slutshaming the girl ooo,4
Women slut shaming their fellow woman #BBNaija,Slut Shaming,7,women slut shaming their fellow woman,4
They are slut-shaming the girl ooo#BBNaija6,Slut Shaming,6,they are slutshaming the girl ooo,4
"It’s Marla and Jackie subtly slut shaming Angel but ending it with :
Marla : I will never judge Angel
Jackie : She’… https://t.co/ccXpgvEO8v",Slut Shaming,24,"its marla and jackie subtly slut shaming angel but ending it with 
marla  i will never judge angel
jackie  she",4
"@StannLee_x Maria is my fav, but don't like what she is doing, but she was defending angel, like she said she blame… https://t.co/rKn0IUT5Z3",Slut Shaming,23,maria is my fav but dont like what she is doing but she was defending angel like she said she blame,4
"@StannLee_x Maria is my fav, but don't like what she is doing, but she was defending angel, like she said she blame… https://t.co/rKn0IUT5Z3",Slut Shaming,23,maria is my fav but dont like what she is doing but she was defending angel like she said she blame,4
"So someone tried to justify rape to Angel with what she was wearing, she told them Maria earlier, and Maria is here… https://t.co/zjB0m5L8Cz",Slut Shaming,23,so someone tried to justify rape to angel with what she was wearing she told them maria earlier and maria is here,4
Lol Maria is j for jealous of Angel. Look at these old women slut-shaming a 21 year old girl for playing truth or d… https://t.co/ZVHNFadu1U,Slut Shaming,25,lol maria is j for jealous of angel look at these old women slutshaming a 21 year old girl for playing truth or d,4
Maria and Jackie are justifying the slut-shaming from Sammie?,Slut Shaming,9,maria and jackie are justifying the slutshaming from sammie,4
"How is micheal’s personality not the issue but it’s Angel.
Now Maria is excusing slut-shaming.
This conversation is… https://t.co/Z3mYA7Yny1",Slut Shaming,19,"how is micheals personality not the issue but its angel
now maria is excusing slutshaming
this conversation is",4
"See Maria and Jackie B supporting Sammie for slut shaming Angel.
These women are just battling themselves thinking… https://t.co/tf0bqdT6fT",Slut Shaming,19,"see maria and jackie b supporting sammie for slut shaming angel
these women are just battling themselves thinking",4
"Women slut shaming women 🤮🤮🤮🤮🤮🗑🗑🗑🗑 character flaw 🤢🤢🤢🤮🤮🤮
* I would never judge a girl* sweetheart you are already j… https://t.co/2sx5H5Ge0m",Slut Shaming,21,"women slut shaming women  character flaw 
 i would never judge a girl sweetheart you are already j",4
not women slut-shaming women.,Slut Shaming,4,not women slutshaming women,4
@ebyisbae They mentioned how she dressed so they are slut shaming her of course,Slut Shaming,14,they mentioned how she dressed so they are slut shaming her of course,4
Maria is a big fool. Not her subtly making excuses for the slut-shaming.,Slut Shaming,13,maria is a big fool not her subtly making excuses for the slutshaming,4
So she just justified Sammie slut shaming her ???,Slut Shaming,9,so she just justified sammie slut shaming her,4
"so are you saying sammie was right for  slut shaming her ? These girls are ridiculous. 
These are your babes. They… https://t.co/YF6mNfSbU8",Slut Shaming,22,"so are you saying sammie was right for  slut shaming her  these girls are ridiculous 
these are your babes they",4
"Slut shaming her when gossiping, good way to bond",Slut Shaming,9,slut shaming her when gossiping good way to bond,4
WTF?! Maria. You’re defending slut-shaming. With Jackie B? I’m done. #BBNaija,Slut Shaming,11,wtf maria youre defending slutshaming with jackie b im done,4
"Maria is slut shaming Angel damn

#BBNaija",Slut Shaming,7,maria is slut shaming angel damn,4
This “character flaw” they’re talking about is slut-shaming sha. They’re both pathetic for this. #bbnaija,Slut Shaming,15,this character flaw theyre talking about is slutshaming sha theyre both pathetic for this,4
"Maria is supporting slut shaming?
I’m done.",Slut Shaming,7,"maria is supporting slut shaming
im done",4
@Benjosephjones Are you male? Are you protecting the women folk? Or just slut shaming?,Slut Shaming,14,are you male are you protecting the women folk or just slut shaming,4
@JessicaCheshi15 Yes. I was about to say that -  thank God(dess) - Riz’s song ‘there are worse things I could do’ w… https://t.co/cVfHBOLQW8,Slut Shaming,23,yes i was about to say that   thank goddess  rizs song there are worse things i could do w,4
BRING SLUT SHAMING BACK 🗣 https://t.co/WYgclGkDCA,Slut Shaming,6,bring slut shaming back,4
Can we discuss how the ladies came for Wendy last night? It's the slut-shaming for me. Watch my full #RHOP episode… https://t.co/YaVo4GOvGs,Slut Shaming,22,can we discuss how the ladies came for wendy last night its the slutshaming for me watch my full  episode,4
@RICHIENIG Slut shaming in 2021?,Slut Shaming,5,slut shaming in 2021,4
Slut shaming ☹️,Slut Shaming,3,slut shaming,4
"The camera will not show shit to you all , no room for slut-shaming or judging this time around.",Slut Shaming,19,the camera will not show shit to you all  no room for slutshaming or judging this time around,4
Thank God they didn’t show us who Dey knack Abeg before people start slut shaming the girl  #BBNaija,Slut Shaming,18,thank god they didnt show us who dey knack abeg before people start slut shaming the girl,4
"Nah I agree not even on some slut shaming type shit  ,  men just don’t deserve such easy access to us… https://t.co/aREgzQelhm",Slut Shaming,22,nah i agree not even on some slut shaming type shit    men just dont deserve such easy access to us,4
@breannaleonora @JoytotheG Making fun that someone needs to frequent STI clinics just sounds like slut shaming.,Slut Shaming,16,making fun that someone needs to frequent sti clinics just sounds like slut shaming,4
why do men on tik tok comment “humble yourself” when women are being confident …? do you want insecure women so you… https://t.co/pywA1Bke7q,Slut Shaming,23,why do men on tik tok comment humble yourself when women are being confident  do you want insecure women so you,4
"Let me remind you, this is the same dude that was caught during a live stream on Youtube slut shaming Alexa Bliss t… https://t.co/upXB7GDqFx",Slut Shaming,24,let me remind you this is the same dude that was caught during a live stream on youtube slut shaming alexa bliss t,4
Maffy was slut shaming me so I pressed the block button.,Slut Shaming,11,maffy was slut shaming me so i pressed the block button,4
@SABROSURAZ @JoytotheG not that i am disagreeing but how is this slut shaming,Slut Shaming,13,not that i am disagreeing but how is this slut shaming,4
@m4r7us Are you slut shaming me right now.,Slut Shaming,8,are you slut shaming me right now,4
"@lovIyjmn like no you’re not “defending the boys”, you’re just using that excuse to be a racist, misogynistic, body… https://t.co/E4LjTehOyZ",Slut Shaming,20,like no youre not defending the boys youre just using that excuse to be a racist misogynistic body,4
"@Lihle_Mchumane I remember that thing she did acting dumb to the whole slut shaming,I don't know the others.",Slut Shaming,18,i remember that thing she did acting dumb to the whole slut shamingi dont know the others,4
@JelliDonut @RockyMountViews @PaulButterly @RepJasonCrow @BeingJWood Okay we can dislike her but no slut shaming. That's not cool.,Slut Shaming,17,okay we can dislike her but no slut shaming thats not cool,4
"@MxAshleighLoeb @patrickharvie Misogyny: noun
hatred, dislike, or mistrust of WOMEN, manifested in various forms su… https://t.co/uRMtEls11l",Slut Shaming,16,"misogyny noun
hatred dislike or mistrust of women manifested in various forms su",4
Not y’all making ignorant and uninformed assumptions on my timeline on TOP of slut shaming lmao https://t.co/leJwomcomI,Slut Shaming,17,not yall making ignorant and uninformed assumptions on my timeline on top of slut shaming lmao,4
@steph0sims not the slut shaming 🙄🙄,Slut Shaming,6,not the slut shaming,4
"@SleepPtd @Hernameremain Pussypinks members are not blinks, most of them made r4pe jokes,  slut shaming, and said m… https://t.co/S4TFrUUfR2",Slut Shaming,19,pussypinks members are not blinks most of them made r4pe jokes  slut shaming and said m,4
@bread_rick @hoekkkage the 1st one who is slut shaming women and you know it... stop acting dumb cos you want to argue,Slut Shaming,22,the 1st one who is slut shaming women and you know it stop acting dumb cos you want to argue,4
@dontoya My bsf doesn’t do that though … and niggas do it all the time ain’t nobody going around slut shaming they… https://t.co/f6jaMgtr0Y,Slut Shaming,23,my bsf doesnt do that though  and niggas do it all the time aint nobody going around slut shaming they,4
All of you going to tell her to “take responsibility” when she admitted to her naivety(as expected) are silly. Is s… https://t.co/tCV1mhHN8J,Slut Shaming,22,all of you going to tell her to take responsibility when she admitted to her naivetyas expected are silly is s,4
"I went to a PWI so all I saw on this app was racism … oh, and slut shaming. https://t.co/XhDQglrxTy",Slut Shaming,20,i went to a pwi so all i saw on this app was racism  oh and slut shaming,4
"@dankobah yeah, some people really need to go touch grass. resorting to slut-shaming because i gave an unpopular op… https://t.co/S6clgzEISP",Slut Shaming,20,yeah some people really need to go touch grass resorting to slutshaming because i gave an unpopular op,4
@TomiLahren Stop slut shaming America https://t.co/nMt80Ls9jO,Slut Shaming,6,stop slut shaming america,4
ok what about we start slut shaming but only cis men,Slut Shaming,11,ok what about we start slut shaming but only cis men,4
"The comments on IG, slut shaming Timini’s ex. Worse are coming from women and girls there. Gfb!",Slut Shaming,17,the comments on ig slut shaming timinis ex worse are coming from women and girls there gfb,4
"@keremspenguin ++She does wear whatever she wants. One can have an opinion of course, but when this person is tweet… https://t.co/ng1vhuEvsU",Slut Shaming,21,she does wear whatever she wants one can have an opinion of course but when this person is tweet,4
@EdaSerkanBolat_ My whole tl is filled with tweets talking about people slut shaming Hande. So I think that girl achieved her goal.,Slut Shaming,22,my whole tl is filled with tweets talking about people slut shaming hande so i think that girl achieved her goal,4
The way I’m sexualized in comparison to my lightskin and nonblack friends is just really stark like the obvious deh… https://t.co/2GFEoJDSP9,Slut Shaming,21,the way im sexualized in comparison to my lightskin and nonblack friends is just really stark like the obvious deh,4
"@hankermood19 @KeremBursin @HandeErcel @nilaykome Stop slut-shaming my girl! 
Just stop.",Slut Shaming,10,"stop slutshaming my girl 
just stop",4
"“Cheating Tristan Thompson” 
Do it to a lady and it’s “slut-shaming” 

All hail the victims of everything. They are… https://t.co/okT6YIUGNb",Slut Shaming,20,"cheating tristan thompson 
do it to a lady and its slutshaming 

all hail the victims of everything they are",4
"If you body shame Tiwa ,slut shame or age shaming listen 
Idc if you are FC I will do the same for you !!
She’s som… https://t.co/sPSB46hCCV",Slut Shaming,27,"if you body shame tiwa slut shame or age shaming listen 
idc if you are fc i will do the same for you 
shes som",4
the only person who has the right to comment on hande's outfits is hande herself. what she wears and how she wears… https://t.co/5qvUyjP3SS,Slut Shaming,23,the only person who has the right to comment on handes outfits is hande herself what she wears and how she wears,4
There is so much slut-shaming towards Hande right now and I just want to point out that your opinion in how she dre… https://t.co/gA5wvFW1WM,Slut Shaming,24,there is so much slutshaming towards hande right now and i just want to point out that your opinion in how she dre,4
"First of all y'all are tasteless. Ok, I can live with that. But the slut shaming? https://t.co/J37RHgzkvf",Slut Shaming,17,first of all yall are tasteless ok i can live with that but the slut shaming,4
sure if you don’t like the outfit fine but slut shaming someone because of their choice of clothing is downright is… https://t.co/aYEp33H7WM,Slut Shaming,22,sure if you dont like the outfit fine but slut shaming someone because of their choice of clothing is downright is,4
We live in world when woman face daily misogony from all sides and despite that woman are literally slut shaming ot… https://t.co/9XXD9nndKn,Slut Shaming,22,we live in world when woman face daily misogony from all sides and despite that woman are literally slut shaming ot,4
@ellwrong Well yeah your saying people are slut shaming you and I don't get it cos you don't seem to be one,Slut Shaming,22,well yeah your saying people are slut shaming you and i dont get it cos you dont seem to be one,4
slut shaming animals &gt;,Slut Shaming,4,slut shaming animals gt,4
"@lydiaaofficial U're an adult at 19,didnt work out has nothing to do with age.if it had turned out well,u won't bla… https://t.co/BNPETPTrth",Slut Shaming,22,ure an adult at 19didnt work out has nothing to do with ageif it had turned out wellu wont bla,4
Dude if I looked like that and I was as comfortable with my body as she is I sure as hell would be dressing the sam… https://t.co/gK5uJ6SBxA,Slut Shaming,27,dude if i looked like that and i was as comfortable with my body as she is i sure as hell would be dressing the sam,4
"I'm really thinking about how wronged I was in that CHURCH... 
1. sexually harassing and slut shaming 8 y/o me kz I… https://t.co/QBKYYzJ5kY",Slut Shaming,23,"im really thinking about how wronged i was in that church 
1 sexually harassing and slut shaming 8 yo me kz i",4
mal slut shaming astrid to call ten hot is my new favourite thing,Slut Shaming,13,mal slut shaming astrid to call ten hot is my new favourite thing,4
@SkySportsPL What's wrong with being a rent boy? @kickitout  Stop slut shaming proud gays.,Slut Shaming,14,whats wrong with being a rent boy   stop slut shaming proud gays,4
@BaMangwevu What has slut shaming got to do with this same on you smh,Slut Shaming,14,what has slut shaming got to do with this same on you smh,4
my mom has been slut shaming me all day for wearing a crop top i want to cry,Slut Shaming,18,my mom has been slut shaming me all day for wearing a crop top i want to cry,4
@sessishawty @AudreyM07546713 @relaxlilma @CuredByTheBLood A woman slut shaming another woman? How embarrassing 💀 &amp;… https://t.co/1XjGUEbwmH,Slut Shaming,15,a woman slut shaming another woman how embarrassing  amp,4
Slut shaming is canceled. We appreciate sluts in this house or you sleep in the yard.,Slut Shaming,16,slut shaming is canceled we appreciate sluts in this house or you sleep in the yard,4
no cus i would hate to have to explain “simple” shit. female vs women. biphobia. fatphobia. ableism. BLM. slut sham… https://t.co/uQ7y2FTzRe,Slut Shaming,21,no cus i would hate to have to explain simple shit female vs women biphobia fatphobia ableism blm slut sham,4
"@omgjawad @RanaForCongress Misogyny and slut-shaming, nice. And what exactly is it that makes women in the west ""whores"" hmm? 🤔",Slut Shaming,20,misogyny and slutshaming nice and what exactly is it that makes women in the west whores hmm,4
My mom keeps slut shaming me in Costco but then we ran into my aunt and she thinks I look great,Slut Shaming,21,my mom keeps slut shaming me in costco but then we ran into my aunt and she thinks i look great,4
"For New followers...
This is a Leo Messi stan account...
You insult Messi I drag you and your generation.
I talk ab… https://t.co/8dyGpahiSD",Slut Shaming,23,"for new followers
this is a leo messi stan account
you insult messi i drag you and your generation
i talk ab",4
@RelfMilla @kierondoeslife @forever_ankeeta Obviously not everyone got the memo that slut shaming women is over,Slut Shaming,15,obviously not everyone got the memo that slut shaming women is over,4
@Emme3624 @deadsandsushi Fair enough. I don’t doubt you can catch men for sex and fun times. But can you keep them?… https://t.co/j32mEu5fpy,Slut Shaming,22,fair enough i dont doubt you can catch men for sex and fun times but can you keep them,4
@frostedmonet the 3rd one is just slut shaming what,Slut Shaming,9,the 3rd one is just slut shaming what,4
@JoytotheG At first I didn’t like the slut shaming aspect but then I saw it was a man. Please proceed.,Slut Shaming,20,at first i didnt like the slut shaming aspect but then i saw it was a man please proceed,4
"@polosporting You know, looking back on it now, there was definitely some flagrant hate circulating. Lots of slut s… https://t.co/kqw4RKWRAS",Slut Shaming,20,you know looking back on it now there was definitely some flagrant hate circulating lots of slut s,4
